index,Name,Location,Province,Make,link,Address,Phone,Rating,NumberofRating
0,33. E J KLASSEN MOTORCADE,"Port Hardy, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/E-J-Klassen-Motorcade-review-32465/,"9045 Granville Street, Port Hardy, British Columbia V0N 2P0",SALES: (250) 949-7442,N/A,0 Lifetime Reviews
0,34. FRASER RIVER GM,"Quesnel, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Fraser-River-GM-review-32605/,"340 Carson Ave, Quesnel, British Columbia V2J 2B3",SALES: (250) 992-5515,N/A,1 Lifetime Review
0,35. GARDNER CHEVROLET PONTIAC BUICK GMC LTD,"Hope, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Gardner-Chevrolet-Pontiac-Buick-GMC-Ltd-review-32660/,"945 Water Ave, Hope, British Columbia V0X 1L0",SALES: (604) 869-9511,N/A,1 Lifetime Review
0,36. GREG GARDNER GM,"Squamish, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Greg-Gardner-GM-review-32760/,"40310 Government Rd , Squamish, British Columbia V8B 0A3",SALES: (604) 898-2277,N/A,0 Lifetime Reviews
0,37. KALAWSKY CHEVROLET BUICK GMC,"Castlegar, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Kalawsky-Chevrolet-Buick-GMC-review-33080/,"1700 Columbia Ave, Castlegar, British Columbia V1N 2W4",SALES: (888) 333-2155,N/A,0 Lifetime Reviews
0,38. MACCARTHY MOTORS,"Terrace, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/MacCarthy-Motors-review-33387/,"5004 Highway 16 W, Terrace, British Columbia V8G 5S5",SALES: (250) 635-4941,N/A,2 Lifetime Reviews
0,39. MACCARTHY MOTORS (PRINCE RUPERT),"Prince Rupert, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/MacCarthy-Motors-Prince-Rupert-review-33212/,"1001 Chamberlin Ave, Prince Rupert, British Columbia V8J 4J5",SALES: (250) 624-9171,N/A,0 Lifetime Reviews
0,40. MASSULLO MOTORS LTD.,"Powell River, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Massullo-Motors-Ltd-review-33462/,"4493 Joyce Ave, Powell River, British Columbia V8A 3A8",SALES: (604) 485-7981,N/A,0 Lifetime Reviews
0,41. MERTIN CHEVROLET CADILLAC BUICK GMC LTD,"Chilliwack, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Mertin-Chevrolet-Cadillac-Buick-GMC-Ltd-review-33574/,"45930 Airport Road, Chilliwack, British Columbia V2P 1A2",SALES: (888) 637-8467,N/A,1 Lifetime Review
0,42. MURRAY FORT ST. JOHN,"Fort St. John, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Murray-Fort-St-John-review-33704/,"11204 Alaska Road, Fort St. John, British Columbia V1J 5T5",SALES: (250) 785-8005,N/A,1 Lifetime Review
0,43. MURRAY GM MERRITT,"Merritt, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Murray-GM-Merritt-review-33693/,"2049 Nicola Avenue, Merritt, British Columbia V1K 1B8",SALES: (250) 378-9255,N/A,1 Lifetime Review
0,44. NORTH STAR MOTORS LTD,"Creston, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/North-Star-Motors-Ltd-review-33793/,"1330 Northwest Boulevard , Creston, British Columbia V0B 1G0",SALES: (250) 428-5415,N/A,0 Lifetime Reviews
0,45. TYEE CHEVROLET BUICK GMC,"Campbell River, BC",British-Columbia,Buick,https://www.dealerrater.ca/dealer/Tyee-Chevrolet-Buick-GMC-review-34694/,"570 13th Avenue, Campbell River, British Columbia V9W 4G8",SALES: (250) 287-9511,N/A,0 Lifetime Reviews
0,1. MCNAUGHT CADILLAC BUICK GMC,"Winnipeg, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/McNaught-Cadillac-Buick-GMC-review-33525/,"1717 Waverley St, Winnipeg, Manitoba R3T 6A9",SALES: (855) 650-0966,4.8,388 Lifetime Reviews
0,2. JANZEN CHEVROLET BUICK GMC,"Winkler, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Janzen-Chevrolet-Buick-GMC-review-33020/,"New Corner Hwy 14 & 428 , Winkler, Manitoba R6W 4B5",SALES: (204) 325-9511,5,16 Lifetime Reviews
0,3. SELKIRK CHEVROLET BUICK GMC LTD,"Selkirk , MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Selkirk-Chevrolet-Buick-GMC-Ltd-review-34295/,"1010 Manitoba Ave, Selkirk , Manitoba R1A 3T7",SALES: (204) 482-1010,5,2 Lifetime Reviews
0,4. VIRDEN MAINLINE MOTORS,"Virden, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Virden-Mainline-Motors-review-34782/,"1 MB-1, Virden, Manitoba R0M 2C0",SALES: (204) 748-3811,5,1 Lifetime Review
0,5. BIRCHWOOD CHEVROLET BUICK GMC,"Winnipeg, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Birchwood-Chevrolet-Buick-GMC-review-31846/,"3965 Portage Ave Unit 40, Winnipeg, Manitoba R3K 2H1",SALES: (204) 837-5811,4.9,120 Lifetime Reviews
0,6. GAUTHIER CADILLAC BUICK GMC,"Winnipeg, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Gauthier-Cadillac-Buick-GMC-review-33031/,"2400 McPhillips Street, Winnipeg, Manitoba R2V 4J6",SALES: (204) 633-8833,4.8,209 Lifetime Reviews
0,7. MURRAY CHEVROLET CADILLAC BUICK GMC BRANDON,"Brandon, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Murray-Chevrolet-Cadillac-Buick-GMC-Brandon-review-33696/,"1500 Richmond Avenue, Brandon, Manitoba R7A 7E3",SALES: (204) 728-0130,3.6,12 Lifetime Reviews
0,8. LEDINGHAM GM,"Steinbach, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Ledingham-GM-review-33298/,"200 Highway 12 North, Steinbach, Manitoba R5G 1T6",SALES: (204) 326-3451,3.4,5 Lifetime Reviews
0,9. CRAIG DUNN MOTOR CITY,"Portage La Prairie, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Craig-Dunn-Motor-City-review-32255/,"2345 Sissons Dr, Portage La Prairie, Manitoba R1N 3P1",SALES: (204) 239-5570,2.4,5 Lifetime Reviews
0,10. MELNICK MOTORS LTD.,"Beausejour, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Melnick-Motors-Ltd-review-33537/,"1012 Park Ave, Beausejour, Manitoba R0E 0C0",SALES: (204) 268-1514,1,7 Lifetime Reviews
0,11. CHAPMAN MOTORS LTD,"Killarney, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Chapman-Motors-Ltd-review-32117/,"430 Broadway Ave, Killarney, Manitoba R0K 1G0",SALES: (204) 523-4674,N/A,0 Lifetime Reviews
0,12. CROSS-TOWN MOTORS ROBLIN LTD.,"Roblin, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Cross-Town-Motors-Roblin-Ltd-review-32266/,"Hwy 5 E, Roblin, Manitoba R0L 1P0",SALES: (204) 937-2113,N/A,0 Lifetime Reviews
0,13. DEAN COOLEY GM DAULPHIN,"Dauphin, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Dean-Cooley-GM-Daulphin-review-32307/,"1600 Main St S, Dauphin, Manitoba R7N 3B3",SALES: (204) 638-4026,N/A,0 Lifetime Reviews
0,14. GIESBRECHT AND SONS,"Gimli, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Giesbrecht-and-Sons-review-32706/,"Hwy 8 & PTH 231, Airport Rd , Gimli, Manitoba R0C 1B0",SALES: (204) 642-5132,N/A,0 Lifetime Reviews
0,15. JANZEN PONTIAC BUICK LTD.,"Carman , MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Janzen-Pontiac-Buick-Ltd-review-33019/,"87 Main St S , Carman , Manitoba R0G 0J0",SALES: (204) 745-6777,N/A,0 Lifetime Reviews
0,16. MCKAY CHEVROLET BUICK GMC LTD,"Thompson, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/McKay-Chevrolet-Buick-GMC-Ltd-review-33513/,"121 Nelson Rd, Thompson, Manitoba R8N 0B7",SALES: (204) 778-7081,N/A,0 Lifetime Reviews
0,17. MCLAUGHLIN GM NEEPAWA,"Neepawa, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/McLaughlin-GM-Neepawa-review-33522/,"154 Main Street West, Neepawa, Manitoba R0J 1H0",SALES: (204) 476-3317,N/A,0 Lifetime Reviews
0,18. MURRAY THE PAS,"The Pas , MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Murray-The-Pas-review-33702/,"212 Larose Avenue, The Pas , Manitoba R9A 1L1",SALES: (204) 623-3481,N/A,7 Lifetime Reviews
0,19. POWELL MOTORS LTD.,"Swan River, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Powell-Motors-Ltd-review-34044/,"804 Main St , Swan River, Manitoba R0L 1Z0",SALES: (204) 734-3464,N/A,0 Lifetime Reviews
0,20. SWAN RIVER'S KEY CHEVROLET BUICK GMC INC.,"Swan River, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Swan-River-s-Key-Chevrolet-Buick-GMC-Inc-review-113968/,"804 Main St. E. & 7th Avenue, Swan River, Manitoba R0L 1Z0",SALES: (888) 886-8451,N/A,0 Lifetime Reviews
0,21. VIKING MOTORS LTD.,"Arborg, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Viking-Motors-Ltd-review-34766/,"Highway 68 & Main Street, Arborg, Manitoba ROC 0A0",SALES: (204) 376-2342,N/A,0 Lifetime Reviews
0,22. VIRDEN MAINLINE MOTORS-BIRTLE,"Birtle , MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/Virden-Mainline-Motors-Birtle-review-34781/,"St Claire Street , Birtle , Manitoba R0M 0C0",SALES: (204) 842-3301,N/A,0 Lifetime Reviews
0,23. WEST PARK MOTORS LTD.,"Altona, MB",Manitoba,Buick,https://www.dealerrater.ca/dealer/West-Park-Motors-Ltd-review-34865/,"248 Centre Ave East, Altona, Manitoba R0G 0B0",SALES: (204) 324-6494,N/A,15 Lifetime Reviews
0,1. O'LEARY BUICK GMC LTD,"Fredericton, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/O-Leary-Buick-GMC-Ltd-review-33808/,"1135 Hanwell Rd, Fredericton, New Brunswick E3C 1A5",SALES: (506) 453-7000,5,2 Lifetime Reviews
0,2. CYV CHEVROLET BUICK GMC,"Woodstock, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/CYV-Chevrolet-Buick-GMC-review-32283/,"324 Connell Street, Woodstock, New Brunswick E7M 6B5",SALES: (506) 325-1840,4.3,105 Lifetime Reviews
0,3. MACDONALD BUICK GMC CADILLAC LTD,"Moncton, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/MacDonald-Buick-GMC-Cadillac-Ltd-review-33391/,"111 Baig Blvd, Moncton, New Brunswick E1E 8T6",SALES: (506) 853-6200,3.3,4 Lifetime Reviews
0,4. CHARLOTTE COUNTY CHEVROLET PONTIAC BUICK GMC LTD.,"Saint-Stephen , NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Charlotte-County-Chevrolet-Pontiac-Buick-GMC-Ltd-review-32123/,"137 Route 170 , Saint-Stephen , New Brunswick E3L 2X3",SALES: (506) 466-0640,N/A,0 Lifetime Reviews
0,5. G AND M CHEVROLET BUICK GMC CADILLAC LTD,"Edmundston , NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/G-and-M-Chevrolet-Buick-GMC-Cadillac-Ltd-review-32624/,"605 Victoria Street , Edmundston , New Brunswick E3V 3M8",SALES: (506) 735-3331,N/A,1 Lifetime Review
0,6. J CLARK AND SON LIMITED,"Sussex, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/J-Clark-and-Son-Limited-review-32989/,"50 Leonard Dr, Sussex, New Brunswick E4E 2R4",SALES: (506) 433-1160,N/A,0 Lifetime Reviews
0,7. LOUNSBURY AUTOMOTIVE BATHURST,"Bathurst, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Lounsbury-Automotive-Bathurst-review-33372/,"1870 St. Peter Ave, Bathurst, New Brunswick E2A 7J4",SALES: (506) 547-0707,N/A,0 Lifetime Reviews
0,8. LOUNSBURY AUTOMOTIVE MIRAMICHI,"Miramichi, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Lounsbury-Automotive-Miramichi-review-33374/,"855 King George Hwy, Miramichi, New Brunswick E1V 1P9",SALES: (506) 622-2311,N/A,0 Lifetime Reviews
0,9. LOUNSBURY CHEVROLET PONTIAC BUICK GMC DALHOUSIE,"Dalhousie, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Lounsbury-Chevrolet-Pontiac-Buick-GMC-Dalhousie-review-33371/,"456 William St, Dalhousie, New Brunswick E8C 2X7",SALES: (506) 684-3341,N/A,0 Lifetime Reviews
0,10. O'LEARY BUICK GMC SAINT JOHN,"Saint John, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/O-Leary-Buick-GMC-Saint-John-review-32093/,"160 Rothesay Ave, Saint John, New Brunswick E2J 2B5",SALES: (506) 634-2020,N/A,0 Lifetime Reviews
0,11. PLAZA CHEVROLET BUICK GMC,"Campbellton, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Plaza-Chevrolet-Buick-GMC-review-34021/,"240 Val d'Amour Rd , Campbellton, New Brunswick E3N 3H3",SALES: (506) 759-9532,N/A,0 Lifetime Reviews
0,12. RALLYE MOTORS CHEVROLET BUICK GMC,"Rexton, NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Rallye-Motors-Chevrolet-Buick-GMC-review-32817/,"113 Main St, Rexton, New Brunswick E4W 2A2",SALES: (506) 523-1200,N/A,0 Lifetime Reviews
0,13. TONER CHEVROLET BUICK GMC LTD.,"Grand Falls , NB",New-Brunswick,Buick,https://www.dealerrater.ca/dealer/Toner-Chevrolet-Buick-GMC-Ltd-review-34621/,"877 E.H. Daigle Blvd , Grand Falls , New Brunswick E3Z 3E8",SALES: (506) 473-2727,N/A,0 Lifetime Reviews
0,1. TERRA NOVA MOTORS LTD,"St. John's, NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Terra-Nova-Motors-Ltd-review-34573/,"595 Kenmount Road, St. John's, Newfoundland and Labrador A1B 3B9",SALES: (709) 364-4130,4.6,3 Lifetime Reviews
0,2. DENNIS CHEVROLET BUICK GMC,"Stephenville , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Dennis-Chevrolet-Buick-GMC-review-32327/,"43 Prince Rupert Drive , Stephenville , Newfoundland and Labrador A2N 3W8",SALES: (709) 643-9477,N/A,0 Lifetime Reviews
0,3. DENNIS CHEVROLET BUICK GMC LTD,"Corner Brook , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Dennis-Chevrolet-Buick-GMC-Ltd-review-32328/,"24 Confederation Drive , Corner Brook , Newfoundland and Labrador A2H 6G7",SALES: (709) 634-8248,N/A,1 Lifetime Review
0,4. HICKMAN MOTORS BURIN,"Burin , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Hickman-Motors-Burin-review-32857/,"11 Eagle Rd , Burin , Newfoundland and Labrador A0E 1G0",SALES: (709) 891-1300,N/A,0 Lifetime Reviews
0,5. HICKMAN MOTORS CARBONEAR,"Carbonear, NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Hickman-Motors-Carbonear-review-32858/,"121 Columbus Dr, Carbonear, Newfoundland and Labrador A1Y 1A6",SALES: (709) 596-5005,N/A,0 Lifetime Reviews
0,6. HICKMAN MOTORS CLARENVILLE,"Clarenville, NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Hickman-Motors-Clarenville-review-32859/,"332 Memorial Drive , Clarenville, Newfoundland and Labrador A5A 1P4",SALES: (709) 466-2661,N/A,0 Lifetime Reviews
0,7. HICKMAN MOTORS GANDER,"Gander, NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Hickman-Motors-Gander-review-32860/,"201 Airport Blvd , Gander, Newfoundland and Labrador A1V 1L5",SALES: (709) 256-3906,N/A,0 Lifetime Reviews
0,8. LABRADOR MOTORS LIMITED,"Goose Bay , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Labrador-Motors-Limited-review-33223/,"12 Loring Drive , Goose Bay , Newfoundland and Labrador A0P 1C0",SALES: (709) 896-2452,N/A,0 Lifetime Reviews
0,9. LABRADOR MOTORS LTD.,"Labrador City , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Labrador-Motors-Ltd-review-33222/,"80 Avalon Drive , Labrador City , Newfoundland and Labrador A2V 2Y2",SALES: (709) 944-3633,N/A,0 Lifetime Reviews
0,10. RIVERVIEW MOTORS,"Grand Falls Windsor , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Riverview-Motors-review-34168/,"75 Lincoln Rd , Grand Falls Windsor , Newfoundland and Labrador A2A 2J9",SALES: (709) 489-2138,N/A,0 Lifetime Reviews
0,11. WOODWARD MOTORS,"St. Anthony , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Woodward-Motors-review-34958/,"116 West Street , St. Anthony , Newfoundland and Labrador A0K 4S0",SALES: (709) 454-4000,N/A,0 Lifetime Reviews
0,12. WOODWARD MOTORS LTD.,"Bay Roberts , NL",Newfoundland-and-Labrador,Buick,https://www.dealerrater.ca/dealer/Woodward-Motors-Ltd-review-34959/,"233 Conception Bay Highway , Bay Roberts , Newfoundland and Labrador A0A 1G0",SALES: (709) 786-9011,N/A,0 Lifetime Reviews
0,1. YELLOWKNIFE MOTORS LTD.,"Yellowknife , NT",Northwest-Territories,Buick,https://www.dealerrater.ca/dealer/Yellowknife-Motors-Ltd-review-34964/,"4808 - 49th Avenue, Yellowknife , Northwest Territories X1A 2N5",SALES: (867) 766-5000,N/A,1 Lifetime Review
0,1. HERRON CHEVROLET BUICK GMC LTD,"New Glasgow, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Herron-Chevrolet-Buick-GMC-Ltd-review-33807/,"465 Westville Rd, New Glasgow, Nova Scotia B2H 2J6",SALES: (902) 752-1534,5,3 Lifetime Reviews
0,2. MURRAY GM YARMOUTH,"Yarmouth, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Murray-GM-Yarmouth-review-33707/,"45 Starr Road, Yarmouth, Nova Scotia B5A 2T2",SALES: (902) 742-7191,5,25 Lifetime Reviews
0,3. PYE CHEVROLET BUICK GMC,"Truro, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Pye-Chevrolet-Buick-GMC-review-34066/,"468 Prince St, Truro, Nova Scotia B2N 5V2",SALES: (902) 893-4333,5,3 Lifetime Reviews
0,4. STEELE CHEVROLET BUICK GMC CADILLAC,"Dartmouth, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Steele-Chevrolet-Buick-GMC-Cadillac-review-33407/,"636 Portland St, Dartmouth, Nova Scotia B2Y 3Z5",SALES: (902) 434-4100,4.7,18 Lifetime Reviews
0,5. BRUCE CHEVROLET BUICK GMC,"Middleton , NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Bruce-Chevrolet-Buick-GMC-review-31960/,"394 Main Street, Middleton , Nova Scotia B0S 1P0",SALES: (902) 825-3494,1.4,5 Lifetime Reviews
0,6. MACINTYRE CHEVROLET,"Sydney, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/MacIntyre-Chevrolet-review-33396/,"101 Disco St, Sydney, Nova Scotia B1P 5V7",SALES: (902) 564-4491,1.2,10 Lifetime Reviews
0,7. O'REGAN'S CHEVROLET BUICK GMC CADILLAC,"Halifax, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/O-Regan-s-Chevrolet-Buick-GMC-Cadillac-review-33810/,"2477 Robie Street, Halifax, Nova Scotia B3K 5M2",SALES: (902) 422-8551,1,17 Lifetime Reviews
0,8. BRUCE CHEVROLET BUICK GMC,"Digby, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Bruce-Chevrolet-Buick-GMC-review-32509/,"398 Hwy 303, Digby, Nova Scotia B0V 1A0",SALES: (888) 990-9152,N/A,0 Lifetime Reviews
0,9. CARROLL SOUTH SHORE GM,"Bridgewater , NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Carroll-South-Shore-GM-review-32068/,"PO Box 306 , Bridgewater , Nova Scotia B4V 2W9",SALES: (866) 913-0064,N/A,0 Lifetime Reviews
0,10. CARROLL TRI-COUNTY,"Liverpool, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Carroll-Tri-County-review-32069/,"162 Bristol Ave, Liverpool, Nova Scotia B0T 1K0",SALES: (902) 354-5733,N/A,0 Lifetime Reviews
0,11. CORNWALLIS CHEVROLET BUICK GMC,"New Minas, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Cornwallis-Chevrolet-Buick-GMC-review-32231/,"9184 Commercial St, New Minas, Nova Scotia B4N 3E5",SALES: (866) 654-8886,N/A,0 Lifetime Reviews
0,12. MURRAY GM BARRINGTON,"Barrington, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Murray-GM-Barrington-review-33694/,"349 Oak Park Road, Barrington, Nova Scotia B0W 1E0",SALES: (906) 374-0452,N/A,5 Lifetime Reviews
0,13. RON MACGILLIVRAY CHEVROLET BUICK GMC,"Antigonish, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Ron-MacGillivray-Chevrolet-Buick-GMC-review-34189/,"75 St Andrews St, Antigonish, Nova Scotia B2G 2S3",SALES: (902) 863-2803,N/A,0 Lifetime Reviews
0,14. TANTRAMAR CHEV BUICK GMC LTD,"Amherst, NS",Nova-Scotia,Buick,https://www.dealerrater.ca/dealer/Tantramar-Chev-Buick-GMC-Ltd-review-34559/,"88 Robert Angus Dr, Amherst, Nova Scotia B4H 4R7",SALES: (902) 667-9975,N/A,0 Lifetime Reviews
0,1. HURON MOTOR PRODUCTS,"Exeter, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Huron-Motor-Products-review-32933/,"70704 London Rd, Exeter, Ontario N0M 1S1",SALES: (519) 235-0363 SERVICE: (519) 235-3483 PARTS: (519) 235-4448,5,932 Lifetime Reviews
0,2. BUDDS' CHEVROLET CADILLAC BUICK GMC,"Oakville, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Budds-Chevrolet-Cadillac-Buick-GMC-review-39418/,"410 South Service Road West, Oakville, Ontario L6K 2H4",SALES: (905) 844-2320 SERVICE: (877) 494-2438 PARTS: (905) 845-1702,4.9,"1,843 Lifetime Reviews"
0,3. FINCH CHEVROLET CADILLAC BUICK GMC,"London, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Finch-Chevrolet-Cadillac-Buick-GMC-review-33357/,"640 Wonderland Rd N, London, Ontario N6H 3E5",SALES: (866) 920-9079 SERVICE: (519) 451-9151 PARTS: (519) 657-1512,4.9,"1,066 Lifetime Reviews"
0,4. WILSON NIBLETT MOTORS,"Richmond Hill, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Wilson-Niblett-Motors-review-34922/,"10675 Yonge St, Richmond Hill, Ontario L4C 3E1",SALES: (888) 398-2239 SERVICE: (888) 398-2239 PARTS: (888) 398-2239,4.4,76 Lifetime Reviews
0,5. PAUL SADLON MOTORS,"Barrie, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Paul-Sadlon-Motors-review-33933/,"550 Bayfield St, Barrie, Ontario L4M 5A2",SALES: (705) 726-1811 SERVICE: (705) 726-1811 PARTS: (705) 726-1811,4.1,99 Lifetime Reviews
0,6. BLENHEIM CHEVROLET BUICK GMC,"Blenheim, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Blenheim-Chevrolet-Buick-GMC-review-31863/,"275 Chatham St N, Blenheim, Ontario N0P 1A0",SALES: (519) 676-5495,5,1 Lifetime Review
0,7. BRAY MOTORS LTD.,"Sundridge, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Bray-Motors-Ltd-review-31933/,"160 Ontario Street Hwy 11 , Sundridge, Ontario P0A 1Z0",SALES: (705) 384-5333,5,1 Lifetime Review
0,8. DAVID CHEVROLET CORVETTE BUICK GMC LTD.,"Welland, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/David-Chevrolet-Corvette-Buick-GMC-Ltd-review-32304/,"915 Niagara St, Welland, Ontario L3C 1M4",SALES: (888) 864-1847,5,8 Lifetime Reviews
0,9. DENNIS SEARLES CHEVROLET LTD,"Caledonia, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Dennis-Searles-Chevrolet-Ltd-review-32332/,"160 Argyle St S, Caledonia, Ontario N3W 1K7",SALES: (905) 765-4425,5,2 Lifetime Reviews
0,10. FALLS CHEVROLET CADILLAC BUICK GMC,"Niagara Falls, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Falls-Chevrolet-Cadillac-Buick-GMC-review-32554/,"5888 Thorold Stone Rd, Niagara Falls, Ontario L2J 1A2",SALES: (905) 358-6173,5,4 Lifetime Reviews
0,11. GANANOQUE CHEVROLET BUICK GMA CADILLAC,"Gananoque, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Gananoque-Chevrolet-Buick-GMA-Cadillac-review-32636/,"439 King St East, Gananoque, Ontario K7G 1G9",SALES: (855) 864-4906,5,4 Lifetime Reviews
0,12. GUS BROWN PONTIAC BUICK GMC,"Whitby, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Gus-Brown-Pontiac-Buick-GMC-review-32786/,"1201 Dundas Street East, Whitby, Ontario L1N 2K6",SALES: (905) 668-5846,5,3 Lifetime Reviews
0,13. HALLMAN MOTORS,"Hanover, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Hallman-Motors-review-32801/,"190 7th Ave, Hanover, Ontario N4N 2H1",SALES: (519) 364-3340,5,4 Lifetime Reviews
0,14. HIGHLAND CHEVROLET BUICK GMC CADILLAC LTD.,"Aurora, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Highland-Chevrolet-Buick-GMC-Cadillac-Ltd-review-17505/,"15783 Yonge Street, Aurora, Ontario L4G 1P4",SALES: (905) 727-9444,5,5 Lifetime Reviews
0,15. LARRY HUDSON CHEVROLET BUICK GMC,"Listowel, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Larry-Hudson-Chevrolet-Buick-GMC-review-33273/,"1000 Wallace Ave N, Listowel, Ontario N4W 1M5",SALES: (519) 291-3791,5,1 Lifetime Review
0,16. MACMASTER PONTIAC BUICK GMC,"Orangeville, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/MacMaster-Pontiac-Buick-GMC-review-33403/,"Highway 9 East , Orangeville, Ontario L9W 2Z5",SALES: (866) 980-9413,5,3 Lifetime Reviews
0,17. REAUME CHEVROLET BUICK GMC,"Windsor, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Reaume-Chevrolet-Buick-GMC-review-34102/,"500 Front Rd, Windsor, Ontario N9J 1Z9",SALES: (888) 918-2109,5,32 Lifetime Reviews
0,18. REID BROTHERS MOTOR SALES,"Arnprior, ON",Ontario,Buick,https://www.dealerrater.ca/dealer/Reid-Brothers-Motor-Sales-review-34120/,"149 Madawaska Blvd, Arnprior, Ontario K7S 1S6",SALES: (613) 623-3137,5,8 Lifetime Reviews
