Reg Num,Name,Address,Status,Phone,Broker
11,GILLONS'-LONLAC,"119, FORESTRY ROAD, P.O. BOX #790, LONLAC, ONTARIO, CANADA, P0T 2A0",Corporation,807-876-9627,"No Principal Broker,"
811,GLENDON INSURANCE SERVICES LTD.,"947, MEMORIAL AVENUE, THUNDER BAY, ONTARIO, CANADA, P7B 4A1",Corporation,+1(807)344-1314,"STASIUK, DONALD R"
812,GLENNY INSURANCE BROKER LIMITED,"177, NIAGARA BLVD., FORT ERIE, ONTARIO, CANADA, L2A 3G7",Corporation,+1(905)871-0700,"MASKELL, SCOTT G."
1,GLENNY INSURANCE- GRIMSBY,"76, MAIN STREET WEST, GRIMSBY, ONTARIO, CANADA, L3M 1R6",Corporation,905-945-2281,"MASKELL, SCOTT G."
1,GODIN INS BRKS 0/B 705846 ONT,"450, SABLE STREET , BOX 608 , MASSEY, ONTARIO, CANADA,",Corporation,705-865-2063,"BERTHELOT, RICHARD MARC"
1,GREAT AMERICAN INS.- STURGEON,"50, 54519 RGE RD 273, STURGEON COUNTY, ALBERTA, CANADA, T8R 1X7",Wholesaler / MGA,,"MORIN, MICHELLE JEANNINE"
3671,"GREAT AMERICAN INSURANCE AGENCY, INC.","50-54519 , RGE RD, STURGEON COUNTY, ALBERTA, CANADA, T8R 1X7",Wholesaler / MGA,+1(513)369-5013,"MORIN, MICHELLE JEANNINE"
3361,GROUPE DPJL INC.,"185, ST JEAN BAPTISTE, BUREAU 100, CHATEAUGUAY, QUEBEC, CANADA, J6K 3B4",Corporation,+1(450)691-9913,"O'CONNOR, MATTHEW KEVIN"
1,GROUPE DPJL INC. CHATEAUGUAY,"185, bl Jean Baptise bureau, Cchatererguay, QUEBEC, CANADA, j6k 3b4",Corporation,,"O'CONNOR, MATTHEW KEVIN"
1,GROUPE LYRAS- ST-EUSTACHE,"104, RUE DUBOIS, ST-EUSTACHE, QUEBEC, CANADA, J4P 4W9",Corporation,,"SIMONEAU, PIERRE"
1,GROUPEASSUR-PQ,"4929, rue Jarry Est. Office 218, 218, StLeonard, QUEBEC, CANADA, H1R 1Y1",Corporation,514-861-6060,"SHELDON, PAUL KENNETH"
3514,GROUPONE INSURANCE SERVICES INC.,"50, LEEK CRESCENT, SUITE 101, RICHMOND HILL, ONTARIO, CANADA, L4B 4J3",Wholesaler / MGA,+1(905)305-0852,"FRANKLIN, ADELINE KAYLA DON"
1,GUARDSMAN - KANATA,"5654 HAZELDEAN RD.,, P.O. BOX 13097, KANATA, ONTARIO, CANADA, K2K 1X3",Corporation,613-831-6300,"WATSON, THOMAS WILLIAM"
3271,GUILD/HMS INSURANCE GROUP INC.,"2830, VICTORIA AVE, BRANDON, MANITOBA, CANADA, R7B 3X1",Corporation,+1(204)729-4949,"MCGREGOR, BRETT WILLIAM"
1291,H. MACDONALD INSURANCE BROKER LIMITED,"1280, RIDEAU COVE COURT, OTTAWA, ONTARIO, CANADA, K1V 1R8",Corporation,+1(613)721-5145,"KUZELL, ROBYN MELANIE"
1696,H.E. PASSINGHAM INSURANCE BROKERS LTD,"P.O. BOX 280, HAMILTON AT JAMES STREET, BRIGHTS GROVE, ONTARIO, CANADA, N0N 1C0",Corporation,+1(519)869-4021,"PASSINGHAM, SARAH LYNN"
901,H.L. HAMILTON INSURANCE LTD.,"102, MURRAY STREET, AMHERSTBURG, ONTARIO, CANADA, N9V 1H9",Corporation,+1(519)736-2122,"COWLIN, DAVID FRED"
1,H.L. STAEBLER- WATERLOO,"871, VICTORIA N ST, KITCHENER, ONTARIO, CANADA, N2B 3S4",Corporation,+1(519)743-5221,
1,H.R. FISCHER INSURANCE SERVICE,"1167 KING ST., E, KITCHENER, ONTARIO, CANADA, N2G2N3",Corporation,,"D'ANTONIO, JULIO J."
1,H.T. WILSON'S,"147, QUEEN STREET, BRAMPTON, ONTARIO, CANADA,",Corporation,,"BOLAND, KEVIN ALEXANDER"
1505,HAAS INSURANCE GROUP LIMITED,"3-521 , NOTTINGHILL BLVD., LONDON, ONTARIO, CANADA, N6K 4L4",Corporation,+1(519)471-7740,"HAAS, LARRY JAMES"
1,"HAGERTY- TRAVERSE CITY, MI","141 RIVERS EDGE DRIVE, #200, TRAVERSE CITY, MI, USA, ÉTATS-UNIS, 49684",Corporation,231-941-7477,"FLOYD, CHRISTOPHER C."
1399,HALDIMAND INSURANCE BROKERS LTD.,"322, ARGYLE STREET S., CALEDONIA, ONTARIO, CANADA, N3W 1K8",Corporation,+1(905)765-2661,"HOWDEN, DENNIS JOHN"
1,HALDIMAND INSURANCE-JARVIS,"2017, MAIN STREET NORTH , , JARVIS, ONTARIO,",Corporation,519-587-2237,"HOWDEN, DENNIS JOHN"
891,HALPENNY INSURANCE BROKERS LTD,"1550A LAPERRIERE AVENUE, SUITE 104, OTTAWA, ONTARIO, CANADA, K1Z 7T2",Corporation,+1(613)722-7626,"MASSIE, RICHARD G."
1,HAMILTONS INSURANCE SERVICE,"5334, MAIN STREET, BOX 309, ORONO, ONTARIO, CANADA, L0B 1M0",Corporation,905-983-5115,"DAMANT, ELEANOR DARLENE"
911,HARBOUR INSURANCE SERVICES LTD,"240-1255 , COMMISSIONERS ROAD WEST, LONDON, ONTARIO, CANADA, N6K 3N5",Corporation,+1(705)528-1276,"TOWNSEND, MARYKATHRYN L."
921,HARGRAFT SCHOFIELD LP,"825, QUEEN STREET EAST, TORONTO, ONTARIO, CANADA, M4M 1H8",Partnership,+1(416)489-9600,"COMERFORD, PHILOMENA V."
1,HARGRAFT SCHOFIELD-TORONTO,"701, EVANS AVENUE, SUITE #711, TORONTO, ONTARIO, CANADA, M9C 1A3",Partnership,+1(416)489-1163,"COMERFORD, PHILOMENA V."
1,HARTWICK INS BRKS. CAYUGA,"3, CAYUGA STREET, BOX 88, CAYUGA, ONTARIO, CANADA, N0A 1E0",Corporation,905-772-5062,"HARTWICK, MARK RICHARD A."
3771,HARVARD WESTERN INSURANCE O/B HARVARD WESTERN VENTURES INC.,"3615, QUANCE ST EAST, REGINA, SASKATCHEWAN, CANADA, S4V 3A4",Corporation,+1(306)791-4538,"HORDICHUK, MICHAEL JOHN"
1,HEAD OFFICE,"383, DOVERCOURT DR, WINNIPEG, MANITOBA, CANADA, R3Y 1G4",Partnership,+1(204)487-5058,"ALI, NAOMI ZABRINA"
3331,HEART LAKE INSURANCE BROKERS INC.,"220, ADVANCE BLVD., SUITE #201, BRAMPTON, ONTARIO, CANADA, L6T 4J5",Corporation,+1(905)840-0064,"SPILAR, CHRISTOPHER JOHN"
2914,HENRY EQUESTRIAN INSURANCE BROKERS LTD.,"53, PROSPECT STREET, NEWMARKET, ONTARIO, CANADA, L3Y3T1",Corporation,+1(905)294-0722,"MCGLYNN, RANDOLPH BRENT"
3715,HIFA INSURANCE BROKERS INC.,"300 - 110, BURLOAK DRIVE, BURLINGTON, ONTARIO, CANADA, L3L 6B2",Corporation,+1(647)869-3847,"MCCABE, JOSEPH VINCENT"
3013,HILLS INSURANCE SAUGEEN SHORES LTD.,"177, HIGH STREET, SOUTHAMPTON, ONTARIO, CANADA, N0H 2L0",Corporation,+1(519)797-3431,"HILLS, MICHAEL JOHN"
1,HIROC INSURANCE SERVICES LTD.,"WESTERN REGION, 120 ROTHESAY STREET, WINNIPEG, MANITOBA, CANADA, R2G 1T7",Corporation,,"BROWN, HEATHER L."
2741,HKMB CAPITAL SOLUTIONS CORP.,"595, BAY STREET, SUITE 900, BOX 81, TORONTO, ONTARIO, CANADA, M5G 2E3",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
14,HOLMAN-MAPLE (R20778),"15, VIA LANCIANO ST., MAPLE, ONTARIO, CANADA, L6A 3P5",Corporation,905-417-7402,"HOLMAN, PAUL DAVID"
71,HOLMAN-MARKHAM (30814),"51, CHURCH STREET, MARKHAM, ONTARIO, CANADA, L3P 2M1",Corporation,,"HOLMAN, PAUL DAVID"
19,HOLMAN-MARKHAM (R16662),"7, MOORELAND COURT, MARKHAM, ONTARIO, CANADA, L3P 7P8",Corporation,905-294-8549,"HOLMAN, PAUL DAVID"
16,HOLMAN-PICKERING (R 4816),"1155, GLOUCESTER SQ., PICKERING, ONTARIO, CANADA, L1V 3P5",Corporation,905-420-1415,"HOLMAN, PAUL DAVID"
61,HOLMAN-RICHMOND HILL (R13120),"442, MARYBAY CRES., RICHMOND HILL, ONTARIO, CANADA, L4C 2X4",Corporation,905-884-7439,"HOLMAN, PAUL DAVID"
991,HOLWAY & HUTCHINSON INSURANCE LTD,"515, GARDINERS ROAD, KINGSTON, ONTARIO, CANADA, K7M 3Y2",Corporation,+1(613)389-8811,"GUINDON, GLENDA MAE"
1,HOPE & HARDER - VIRGIL,"1596, CREEK ROAD , , VIRGIL, ONTARIO, CANADA,",Corporation,905-468-2167,"HARDER, J DAVID"
2415,HOPE AND LEADER INSURANCE BROKERS INC.,"365, QUEEN STREET, P.O. BOX 479, PAISLEY, ONTARIO, CANADA, N0G 2N0",Corporation,+1(519)353-5200,"LEADER, JOHN ALVIN"
1625,HOWARD NOBLE INSURANCE LIMITED,"# 1 HURONTARIO STREET, P.O. BOX 205, COLLINGWOOD, ONTARIO, CANADA, L9Y 3Z5",Corporation,+1(705)443-5577,"VERMEERSCH, SHELLEY"
3193,HSC INSURANCE INC.,"30, DUNCAN STREET, SUITE #501, TORONTO, ONTARIO, CANADA, M5V 2C3",Corporation,+1(416)360-0761,"DANIELS, CRISPIN"
17,HUB INTERNATIONAL- BRANTFORD,"330, WEST STREET, UNIT #7, BRANTFORD, ONTARIO, CANADA, N3R 7V5",Corporation,+1(416)597-4626,"No Principal Broker,"
1,HUB INTERNATIONAL- BURNABY,"400 - 435, STILL CREEK DRIVE,, BURNABY, BRITISH COLUMBIA, CANADA, V5C 6N5",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
3251,HUB INTERNATIONAL CANADA WEST ULC,"4350, STILL CREEK DR, BURNABY, BRITISH COLUMBIA, CANADA, V5C 0G5",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
1020,HUB INTERNATIONAL HKMB LIMITED,"595, BAY STREET, SUITE #900, BOX 81, TORONTO, ONTARIO, CANADA, M5G 2E3",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
1,HUB INTERNATIONAL HKMB- MARKHAM,"675, COCHRANE DRIVE, SUITE #200, MARKHAM, ONTARIO, CANADA, L3R 0B8",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
1,HUB INTERNATIONAL- OAKVILLE,"2265, UPPER MIDDLE ROAD EAST, SUITE 700, OAKVILLE, ONTARIO, CANADA, L6H 0G5",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
18,HUB INTERNATIONAL- SARNIA,"265, EXMOUTH STREET, SARNIA, ONTARIO, CANADA, N7T 5M7",Corporation,+1(519)333-5839,"No Principal Broker,"
1987,HUB INTERNATIONAL SINCLAIR COCKBURN LIMITED,"675 Cochrane Drive, Suite 200, Markham, Ontario, Canada, L3R 0B8",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
21,HUB INTERNATIONAL-FOREST,"5, KING STREET, FOREST, ONTARIO, CANADA, N0N 1J0",Corporation,+1(519)333-5839,"TINKER, MICHAEL C."
15,HUB INTERNATIONAL-ST CATHARINES,"211, MARTINDALE ROAD, UNIT D3, ST CATHARINES, ONTARIO, CANADA, L2S 3V7",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
19,HUB INTERNATIONAL-ST. THOMAS,"9, PRINCESS AVENUE, UNIT 2, ST THOMAS, ONTARIO, CANADA, N5R 5J5",Corporation,+1(519)333-5839,"TINKER, MICHAEL C."
1,HUB INTERNATIONAL-WINNIPEG,"1661, PORTAGE AVENUE, 5TH FLR, WINNIPEG, MANITOBA, CANADA, R3J 3T7",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
2618,HUBBARD INSURANCE BROKERS INC.,"55, SUPERIOR BOULEVARD, UNIT #200, MISSISSAUGA, ONTARIO, CANADA, L5T 2X9",Corporation,+1(905)696-9090,"HUBBARD, JOHN"
1,HUMBERVIEW - MISSISSAUGA,"3615, DIXIE ROAD , , MISSISSAUGA, ONTARIO, CA",Corporation,905-206-0707,"BORYS, STEFAN JAROSLAW"
1012,HUMBERVIEW INSURANCE BROKERS LTD.,"339, RONCESVALLES AVENUE, TORONTO, ONTARIO, CANADA, M6R 2M8",Corporation,+1(416)531-4647,"BORYS, STEFAN JAROSLAW"
3166,HUNTERS INTERNATIONAL INS. O/B HUNTERS INTERNATIONAL LTD.,"22, ST CLAIR E AVE, 1502, TORONTO, ONTARIO, CANADA, M4T 2S5",Corporation,+1(416)323-9300,"HUNTER, STEPHANIE BROOKE"
1,HURON VIEW - MILVERTON,"4, MAIN STREET SOUTH, MILVERTON, ONTARIO, CANADA, N0K 1M0",Corporation,519-595-4044,"SCOTT, JAMES RAYMOND"
1,HUTCHESON -PORT CARLING,"148-2 , MEDORA STREET, PORT CARLING, ONTARIO, CANADA, P0B 1J0",Corporation,705-765-740,"CASWELL, ADAM"
2491,HUTCHESON REYNOLDS & CASWELL INS.BRKS.(BRACEBRIDGE) LIMITED,"95 MANITOBA STREET, BOX 2616, CROCKFORD BLDG, UNIT #8, BRACEBRIDGE, ONTARIO, CAN",Corporation,+1(705)645-8757,"CASWELL, ADAM"
1024,HUTCHESON REYNOLDS & CASWELL LTD,"27, MAIN STREET EAST, HUNTSVILLE, ONTARIO, CANADA, P1H 2C6",Corporation,+1(705)789-0101,"CASWELL, ADAM"
1,HWC TILLSONBURG,"128, BROADWAY , TILLSONBURG, ONTARIO, CANADA, N4G 3S8",Corporation,519-842-8999,"SPRAGUE, TODD D."
3172,IBMG CANADA INC.,"3219A YONGE ST, TORONTO, ONTARIO, CANADA, M4N 2L3",Corporation,+1(416)485-9840,"HAAS, NORMAND G."
1,ICD INSURANCE BROKERS- MAPLE,"2535, MAJOR MACKENZIE DRIVE, SUITE #210, MAPLE, ONTARIO, CANADA, L6A 1C6",Corporation,905-879-8800,"ST. MARTIN, GILBERT J."
1029,IDEAL SOLUTIONS INSURANCE BROKERS INC.,"101, DUNCAN MILL ROAD, SUITE #200, TORONTO, ONTARIO, CANADA, M3B 1Z3",Corporation,+1(416)222-6677,"APPLEBAUM, ALAN"
1030,IDRIS INSURANCE BROKERS LTD.,"10815, BATHURST STREET, UNIT 16, RICHMOND HILL, ONTARIO, CANADA, L4C 9Y2",Corporation,+1(905)508-7772,"JAMIESON, JAMES RICHARD"
1616,IMS INSURANCE MANAGEMENT AND SERVICES INC.,"1885, GLENANNA ROAD, SUITE #109, PICKERING, ONTARIO, CANADA, L1V 6R6",Corporation,+1(905)839-1271,"REPATH, BARBARA"
1,INDEMNIS TRADE RISK-TORONTO,"199 BAY ST, STE 4800, COMMERCE COURT WEST, TORONTO, ONTARIO, CANADA, M5L 1E8",Corporation,,"LEONARD, THOMAS JAMES"
1,INOVA INSURANCE BROKERS,"745A MONTREAL RD., STE 101, OTTAWA, ONTARIO, CANADA, K1K 0T1",Corporation,613-688-3023,"BARRY, JEAN-FRANCOIS"
3192,INOVA INSURANCE BROKERS INC.,"3100, BOUL LE CARREFOUR, 560, LAVAL, QUEBEC, CANADA, H7T 2K7",Corporation,+1(450)934-6611,"BARRY, JEAN-FRANCOIS"
21,INS.HERO- STURGEON FALLS,"162, KING STREET, UNIT B, STURGEON FALLS, ONTARIO, CANADA, P2B 1R5",Corporation,705-753-3752,"WEERTS, ALBERT"
3105,INSURANCE EXECUTIVES BROKERS & CONSULTANTS INC.,"3100, RIDGEWAY DRIVE, UNIT #8, MISSISSAUGA, ONTARIO, CANADA, L5L 5M5",Corporation,+1(905)569-1228,"MOLINARO, SILVIA"
3581,INSURANCE HUNTER SERVICES INC.,"3600, RHODES DRIVE, WINDSOR, ONTARIO, CANADA, N8W 5A4",Corporation,+1(519)257-5919,"SAVAGE, STEPHEN HARRIS"
1040,INSURANCE PORTFOLIO INC.,"10, MILNER BUSINESS COURT, SUITE 800, SCARBOROUGH, ONTARIO, CANADA, M1B 3C6",Corporation,+1(416)754-3910,"TYRWHITT, JENNIFER"
1,INSURANCE SPECIALITY- KINGSTON,"844, GARDINERS ROAD, KINGSTON, ONTARIO, CANADA,",Corporation,,"BLODGETT, PETER DARREL"
1041,INSURANCE UNLIMITED INSURANCE BROKERS INCORPORATED,"145, TRADERS BOULEVARD EAST, SUITE 45, MISSISSAUGA, ONTARIO, CANADA, L4Z 3L3",Corporation,+1(905)568-3430,"STANDON, ROBERT DOUGLAS"
1,INSURANCELAND INC.-MISSISSAUGA,"6560, MEADOWVALE TOWN CENTRE CIR., , MISSISSAUGA",Corporation,905-814-0296,"HAINER, PETER BYRON JOHN"
4119,INSUREGO INC.,"1439, YOUVILLE DR, UNIT #1, ORLEANS, ONTARIO, CANADA, K1C 4M8",Corporation,+()844-678-7346,"CARROLL, RANDY DAVID"
1,INSUREIT GROUP- WOODBRIDGE,"154, WOODSTREAM BLVD., WOODBRIDGE, ONTARIO, CANADA, L4L 7Y2",Corporation,905-265-9803,"PALERMO, ANTHONY"
1,INSUREMY - CALGARY2,"150 , 1300 8TH ST SW, CALGARY, ALBERTA, CANADA, T2R 0E4",Corporation,,"MCTAVISH, HUGH G."
4015,INSUREMY INC.,"150, 1300 8TH STREET SW, CALGARY, ALBERTA, CANADA, T2R 1B2",Corporation,+1(587)323-8493,"MCTAVISH, HUGH G."
2919,INTEGRISURE GROUP INSURANCE INC.,"34, HARVARD ROAD, GUELPH, ONTARIO, CANADA, N1G 4V8",Corporation,+1(519)824-5090,"COLLEY, TODD ANDREW"
1047,INTERRE INSURANCE SERVICES LIMITED,"56, ABERFOYLE CRESCENT, SUITE #820, TORONTO, ONTARIO, CANADA, M8X 2W4",Corporation,+1(416)239-8418,"GOLDBAUM, JOSE"
1,IRIDIUM - CALGARY,"1100-255 , 5 AVENUE SW, CALGARY, ALBERTA, CANADA, T2P 3C4",Corporation,403-263-9654,"SWIERSTRA, ROGER LEO"
1499,IRVING H MILLER LTD,"267, KING STREET, PRESCOTT, ONTARIO, CANADA, K0E 1T0",Corporation,+1(613)925-4238,"MARTYN, ROBERT GORDON JAMES"
1,IRVING MILLER-CARDINAL,"216, BRIDGE STREET, PO BOX 610, CARDINAL, ONTARIO, CANADA, K0E 1E0",Corporation,613-657-3205,"KENNEY, GREGORY JOHN"
1048,IRWIN SARGENT & LOWES LIMITED,"441, WATER ST, PO BOX 1210, PETERBOROUGH, ONTARIO, CANADA, K9J 7H4",Corporation,+1(705)742-3861,"SARGENT, TODD WILLIAM"
154,ISURE INSURANCE INC.,"7000, PINE VALLEY DRIVE, SUITE #101, WOODBRIDGE, ONTARIO, CANADA, L4L 4Y8",Corporation,+1(905)264-8550,"DAVIDSON, ROBERT DONALD"
1,IVES INS-LASALLE,"6535, MALDEN ROAD, LASALLE, ONTARIO, CANADA, N9H 1T5",Corporation,519-978-1805,"IVES, JEFFREY MICHAEL"
1049,IVES INSURANCE BROKERS LTD.,"347, MAIDSTONE AVE EAST, PO BOX 369, ESSEX, ONTARIO, CANADA, N8M 2Y4",Corporation,+1(519)776-7371,"IVES, JEFFREY MICHAEL"
1570,J. P. MULVIHILL & SON GENERAL INSURANCE BROKER LIMITED,"80, JOHN ST NORTH, P.O. BOX #1, ARNPRIOR, ONTARIO, CANADA, K7S 3H2",Corporation,+1(613)623-3123,"MULVIHILL, JAMES PATRICK"
1405,J. STEPHEN MCCANN INSURANCE BROKER LTD.,"221, JOHN STREET, P.O.BOX 600, EGANVILLE, ONTARIO, CANADA, K0J 1T0",Corporation,+1(613)628-2610,"PLOTZ, TERESA BERNADETTE"
1121,J.B. KELLY WATERWAY INSURANCE BROKERS LTD.,"7712, KENT BLVD., UNIT #9, BROCKVILLE, ONTARIO, CANADA, K6V 7H9",Corporation,+1(613)345-3032,"McMUNN, LORI ANNE"
2021,J.D. SMITH & ASSOCIATES INSURANCE BROKERS INC.,"2 - 105, WEST BEAVER CREEK RD, RICHMOND HILL, ONTARIO, CANADA, L4B 1C6",Corporation,+1(905)764-7868,"SMITH, JOHN-DAVID"
1910,J.D. SMITH INSURANCE AND FINANCIAL SERVICES INC.,"2-105 , WEST BEAVER CREEK ROAD, RICHMOND HILL, ONTARIO, CANADA, L4B 1C6",Corporation,+1(905)764-7868,"SMITH, JOHN-DAVID"
1852,J.G. RIVET BROKERS LIMITED,"229, MAIN STREET, STURGEON FALLS, ONTARIO, CANADA, P2B 1P5",Corporation,+1(705)753-0130,"RIVET, JEAN-LUC"
1394,J.J.McATEER & ASSOCIATES INCORPORATED,"45, MCINTOSH DRIVE, MARKHAM, ONTARIO, CANADA, L3R 8C7",Corporation,+1(905)946-8655,"McATEER, JOHN J."
2201,J.P. UNIAC INSURANCE BROKER LTD,"48, ONTARIO ROAD, PO BOX 820, MITCHELL, ONTARIO, CANADA, N0K 1N0",Corporation,+1(519)348-9012,"UNIAC, JASON ROBERT"
3188,J.T. INSURANCE SERVICES (CANADA) INC.,"MAIN FLOOR, LONDON PLACE, 1177 HORNBY STREET, VANCOUVER, BRITISH COLUMBIA, CANAD",Corporation,+1(604)684-7291,"CLAY, JAMES ROY"
1198,JACK LAMBERTUS INSURANCE BROKER LTD.,"3, COLBORNE STREET, BOX 147, WALKERTON, ONTARIO, CANADA, N0G 2V0",Corporation,+1(519)881-0480,"HOOVER, ANN MARIE"
3167,JAIMAC RISK MANAGEMENT INC.,"333, PRESTON STREET, SUITE 905, OTTAWA, ONTARIO, CANADA, K1S 5N4",Corporation,+1(613)321-3447,"TURNER, PAUL G."
1,JAMES CAMPBELL-MOUNT ALBERT,"19 - 13, CENTRE ST. , P.O. BOX 130 , MOUNT ALBERT, ONTARIO",Corporation,905-473-2797,"JAMES, LARRY DAVID"
1056,JAMES INSURANCE BROKER LIMITED,"26, KING STREET EAST, BOWMANVILLE, ONTARIO, CANADA, L1C 1N2",Corporation,+1(905)623-4406,"DAMANT, ELEANOR DARLENE"
1790,JAMES PURCELL INSURANCE BROKER LTD.,"Box 81, 13 Center St., Spencerville, Ontario, Canada, K0E 1X0",Corporation,+1(613)658-3123,"PURCELL, JAMES ROBERT S."
1657,JARDINE LLOYD THOMPSON CANADA INC.,"55 UNIVERSITY AVE, SUITE #1200, P.O. BOX 3, TORONTO, ONTARIO, CANADA, M5J 2H7",Corporation,+1(416)941-9551,"DANIELS, CRISPIN"
1064,JEFFERY & SPENCE LIMITED,"130, PAISLEY STREET, GUELPH, ONTARIO, CANADA, N1H 2P1",Corporation,+1(519)822-0511,"DI RETO, JASON ENZO"
1122,JIM KELLY INSURANCE BROKERS LTD.,"1885, CLEMENTS ROAD, UNIT 219, PICKERING, ONTARIO, CANADA, L1W 3V4",Corporation,+1(416)281-4600,"KELLY, JAMES"
2471,JMHI INSURANCE GROUP INC.,"550, RICHMOND STREET, CHATHAM, ONTARIO, CANADA, N7M 1R3",Corporation,+1(226)312-2020,"GAUDRAULT, JOSEPH ""ERIC"" DANIEL"
10,JOHN ELLIOTT HOME OFFICE,"36, CHARLOTTE DRIVE, SAULT STE MARIE, ONTARIO, CANADA, P6B 5S7",Corporation,705-251-1597,"WEERTS, ALBERT"
2018,JOHN F. SMITH INSURANCE BROKERS (1982) INC.,"189, GEORGE STREET, P.O. BOX 400, ARTHUR, ONTARIO, CANADA, N0G 1A0",Corporation,+1(519)848-3938,"SMITH, ROBERT THOMAS"
1276,JOHN LUEGER INSURANCE INC.,"21, ST. CLAIR AVE EAST, STE 1004, TORONTO, ONTARIO, CANADA, M4T 1L9",Corporation,+1(416)922-7570,"LUEGER, JOHN C."
1,JOHN STARK - BARRIE,"98, ESSA ROAD, BARRIE, ONTARIO, CANADA, L4N 3K7",Corporation,705-728-6200,"STARK, COLIN ANDREW COWAN"
2061,JOHN STARK & CO. LTD,"25, COLDWATER ROAD, P.O. BOX 245, COLDWATER, ONTARIO, CANADA, L0K 1E0",Corporation,+1(705)728-6200,"STARK, COLIN ANDREW COWAN"
2107,JOHN SUTHERLAND AND SONS LIMITED,"P.O. BOX #510, 240 VICTORIA ROAD NORTH, GUELPH, ONTARIO, CANADA, N1H 6K9",Corporation,+1(519)822-0160,"SUTHERLAND, JEFFREY"
31,JOHNSON- BURLINGTON,"3310, SOUTH SERVICE ROAD, SUITE #206, BURLINGTON, ONTARIO, CANADA, L7N 3M6",Corporation,905-632-3022,
1074,JOHNSON- CORNWALL,"108, SECOND E ST, 1, CORNWALL, ONTARIO, CANADA, K6H 0C9",Corporation,,
41,"JOHNSON- EDMONTON, AB","11120, 178TH STREET, EDMONTON, ALABAMA, CANADA, T5S 5K6",Corporation,,
1074,JOHNSON INC.,"1595, 16TH AVENUE, SUITE #700, RICHMOND HILL, ONTARIO, CANADA, L4B 3S5",Corporation,+1(905)952-2602,"CLEVELAND-ILIFFE, JULIA K."
51,"JOHNSON-NEW GLASGOW, NS","91, ARCHIMEDES ST, NEW GLASGOW, NOVA SCOTIA, CANADA, B2H 5E5",Corporation,,
17,JOHNSON-SHILLINGTON- CHATHAM,"30, KEIL DRIVE SOUTH, CHATHAM, ONTARIO, CANADA, N7M 3G8",Corporation,519-352-2860,"No Principal Broker,"
14,JOHNSON-SHILLINGTON- LONDON,"561, SOUTHDALE ROAD E., UNIT 8A, LONDON, ONTARIO, CANADA, N6E 3M7",Corporation,519-681-9719,
1085,JOHNSTON & MACKIE LIMITED,"BOX 127, 10 NELSON STREET, PEMBROKE, ONTARIO, CANADA, K8A 6X1",Corporation,+1(613)735-1046,"EDMONDS, LISA"
1101,JONES - DOOLEY INSURANCE BROKERS,"103, CHURCH STREET SOUTH, AJAX, ONTARIO, CANADA, L1S 6A9",Sole Proprietor,+1(905)427-3595,"JONES DOOLEY, MARSHA LYNN"
12,JONES DESLAURIER-BELLEVILLE,"1, Millennium Pkwy., Suite #103, BELLEVILLE, ONTARIO, CANADA, K8N 4Z5",Corporation,613-967-2000,"TOSTE, M. FATIMA"
10,JONES DESLAURIER-CAMBRIDGE,"600, JAMIESON PARKWAY, SUITE #2, CAMBRIDGE, ONTARIO, CANADA, N3C 0A6",Corporation,519-249-1663,"TOSTE, M. FATIMA"
1,JONES DESLAURIER-PORT HOPE,"151, ROSE GLENN ROAD NORTH, SUITE B, PORT HOPE, ONTARIO, CANADA, L1A 3V6",Corporation,613-689-1250,"TOSTE, M. FATIMA"
1092,JONES INSURANCE INC,"103, RUE BETHANY, LACHUTE, QUEBEC, CANADA, J8H 2L2",Corporation,+1(450)562-8555,"JONES, WILLIAM RICHARD"
1,JOSSLIN - TAVISTOCK,"14, HOPE STREET WEST , , TAVISTOCK, ONTARIO, CA",Corporation,519-655-2377,"WAGLER, DONALD C"
1102,JOSSLIN INSURANCE BROKERS LIMITED,"118, PEEL STREET, NEW HAMBURG, ONTARIO, CANADA, N3A 1E3",Corporation,+1(519)662-1644,"WAGLER, DONALD C"
1107,"K & K INSURANCE BROKERS, INC. CANADA","5800, EXPLORER DRIVE, SUITE #101, MISSISSAUGA, ONTARIO, CANADA, L4W 5K9",Wholesaler / MGA,+1(905)602-9339,"AUDET, MAURICE GEORGE"
131,K.O. BARTHOLOMEW & SON INC.,"#1 WEST PEARCE ST, STE 300, RICHMOND HILL, ONTARIO, CANADA, L4B 3K3",Corporation,+1(416)221-6191,"MOULATSIOTIS, KRISTINA"
1931,K.P SCHARFE INSURANCE BROKERS LIMITED,"629, ST CLAIR AVENUE WEST, TORONTO, ONTARIO, CANADA, M6C 1A7",Corporation,+1(416)653-1707,"SCHARFE, KENNETH PETER"
1873,K.W. ROGERS INSURANCE BROKERS INC.,"58, DOMINION STREET, PO BOX 2290, BRACEBRIDGE, ONTARIO, CANADA, P1L 1W2",Corporation,+1(705)645-4731,"GHIKADIS, KELLY LYNN"
