Reg Num,Name,Address,Status,Phone,Broker
549,DAVIS & MCLAY INSURANCE BROKERS LIMITED,"BOX 12, R.R. #1, 2845 HWY #6, LION'S HEAD, ONTARIO, CANADA, N0H 1W0",Corporation,+1(519)793-3322,"GRAHLMAN, DOUGLAS JOHN"
2481,DE COSSE INSURANCE AGENCIES INC.,"860, POIRIER STREET, ST LAURENT, QUEBEC, CANADA, H4L 1G3",Corporation,+1(514)744-4995,"DE COSSE, CLAUDE"
3904,DIAMOND INSURANCE GROUP INC.,"12577, AIRPORT ROAD, CALEDON, ONTARIO, CANADA, L7C 2X4",Corporation,+1(416)768-5460,"MCCABE, JOSEPH VINCENT"
2724,DIRECT BUY INSURANCE BROKERS INC.,"2 - 105, WEST BEAVER CREEK RD, RICHMOND HILL, ONTARIO, CANADA, L4B 1C6",Corporation,+1(905)764-2886,"SMITH, JOHN-DAVID"
2994,DIRECT-LINK INSURANCE SERVICES INC.,"1211, GORHAM STREET, UNIT #2, NEWMARKET, ONTARIO, CANADA, L3Y 8Y3",Corporation,+1(905)952-3370,"SHANTZ, ROBERT BRADLEY"
3284,DIRECTORS GLOBAL INSURANCE BROKERS LTD.,"16, FOUR SEASONS PLACE, UNIT 110, TORONTO, ONTARIO, CANADA, M9B 6E5",Corporation,416-241-2887,"MALLORY, STEPHEN JOHN"
4159,DIRECTORS GLOBAL RISK CONSULTING INC.,"31, BEMERSYDE DR, ETOBICOKE, ONTARIO, CANADA, M9A 2S9",Consultant,+()416-660-1365,"MALLORY, STEPHEN JOHN"
4,DOUG WHITLEY INS-DESERONTO,"85, CENTRE STREET, DESERONTO, ONTARIO, CANADA, K0K 1X0",Corporation,613-396-2312,"CLARKE, LORIS JEANETTE"
4,DPM - BLENHEIM,"24, MARLBOROUGH STREET, PO BOX 479, BLENHEIM, ONTARIO, CANADA, N0P 1A0",Partnership,519-676-8159,"FERRISS, TIMOTHY"
2421,DPM INSURANCE GROUP,"65, KING STREET, P.O. BOX 790, HARROW, ONTARIO, CANADA, N0P 1G0",Partnership,+1(519)738-2277,"FERRISS, TIMOTHY"
4011,DREAM INSURANCE BROKERS INC.,"16 McAdam Avenue, Unit #1, North York, Ontario, Canada, M6A 0B9",Corporation,+1(833)553-7326,"DOUGLAS, GAVIN ANDRE SEATON"
3784,DUAL COMMERCIAL (CANADA) INC.,"1 DUNDAS ST WEST, STE 2500, TORONTO, ONTARIO, CANADA, M5G 1Z3",Wholesaler / MGA,+1(416)304-9058,"HOYT, PHILLIP DALE"
640,DUNLOP INSURANCE LIMITED,"500, GUELPH STREET, BOX 160, HALTON HILLS (NORVAL), ONTARIO, CANADA, L0P 1K0",Corporation,+1(905)877-5101,"DUNLOP, BARRY LAIDLAW"
647,DUROCHER & TREPANIER LIMITED,"400, NOTRE DAME, BOX 399, BELLE RIVER, ONTARIO, CANADA, N0R 1A0",Corporation,+1(519)728-1780,"TREPANIER, SANDRA LOUISE"
654,EADY INSURANCE & FINANCIAL SERVICES INC,"29, RAGLAN STREET SOUTH, RENFREW, ONTARIO, CANADA, K7V 1P8",Corporation,+1(613)432-8543,"EADY, MORRIS M.A."
3394,EAGEN INSURANCE BROKERS INC.,"5940, TECUMSEH ROAD EAST, WINDSOR, ONTARIO, CANADA, N8T 1E3",Corporation,+1(519)988-0888,"MCCABE, JOSEPH VINCENT"
3245,EDGEHILL INSURANCE BROKERS LTD,"157, ADELAIDE W ST, SUITE #507, TORONTO, ONTARIO, CANADA, M5H 4E7",Corporation,+1(416)915-3425,"HULL, PATRICIA"
4,EGR - MERCIER ASSURANCES,"153, BOU LAURIER SS 1, LAURIER-STATION, QUEBEC, CANADA, G0S 1N0",Corporation,418-728-2027,"SHELDON, PAUL KENNETH"
4,EMMERSON INSURANCE GROUP,,Corporation,,"HARE, DAVID JAMES"
3048,ENCORE INSURANCE SERVICES INC.,"30 DUKE ST WEST, STE 405, KITCHENER, ONTARIO, CANADA, N2H 3W5",Corporation,+1(519)579-9478,"DALTON, RONALD SCOT"
4,ENSURCO INSURANCE- CONCORD,"60, PIPPIN ROAD, #34, CONCORD, ONTARIO, CANADA, L4K 4Y8",Corporation,416-398-0080,"FARAONE, CARLO ANTHONY"
473,ENSURCO INSURANCE GROUP INC.,"121, ROBINSON ST., MARKHAM, ONTARIO, CANADA, L3P 1P2",Corporation,+1(905)471-3100,"FARAONE, CARLO ANTHONY"
4117,EON INSURANCE INC.,"3950, 14TH AVE, UNIT 202, MARKHAM, ONTARIO, CANADA, L3R 0A9",Corporation,+()416-716-3226,"HUI, LOUISA WAI-SUM"
1054,ERNEST G.W. JACOBS INSURANCE BROKER,"1050, MORRISON DRIVE, 3RD FLOOR, OTTAWA, ONTARIO, CANADA, K2H 8K7",Sole Proprietor,+1(613)594-2873,"JACOBS, ERNEST GEORGE W."
2478,ERNEST R.J. BONDY INSURANCE BROKER (1991) LTD.,"1301, FRONT ROAD, LASALLE, ONTARIO, CANADA, N9J 2A9",Corporation,+1(519)734-8001,"BONDY, MARC ANDRE"
3546,ESTATE RISK PROTECTION PLAN INC.,"30, DUKE ST WEST, SUITE #405, KITCHENER, ONTARIO, CANADA, N2H 3W5",Corporation,+1(855)636-3777,"DALTON, RONALD SCOT"
4,ETHERINGTON INS - LONDON,"252, ENSIGN CRESCENT, LONDON, , CANADA,",Corporation,,
2864,EXPO INSURANCE BROKER INC.,"5484, TOMKEN ROAD, UNIT # 9, MISSISSAUGA, ONTARIO, CANADA, L4W 2Z6",Corporation,+1(905)212-7007,"TABOROWSKI, THOMAS G."
479,F.E. COYNE INSURANCE BROKERS LIMITED,"164, DIVISION ST, WELLAND, ONTARIO, CANADA, L3B 4A2",Corporation,+1(905)735-0970,"HENDRIKS, ALBERT"
1497,FABBRO & DOUGLAS INSURANCE BROKERS LTD.,"42, ARNOLD CRESCENT, RICHMOND HILL, ONTARIO, CANADA, L4C 3R5",Corporation,+1(905)508-2040,"FABBRO, OLIVER P"
4109,FAIRFIELD INSURANCE BROKERS INC.,"10, HAWTHORNE RD, UNIT 4, LONDON, ONTARIO, CANADA, N6G 2H5",Corporation,+()519-871-9985,"MCPHEE, MICHAEL JOSEPH SCOTT"
3040,FCT INSURANCE SERVICES INC.,"595, BAY STREET, SUITE 900, TORONTO, ONTARIO, CANADA, M5G 2E3",Corporation,+1(416)597-0008,"GELSTON, JOHN WILLIAM"
3244,FENA INSURANCE SOLUTIONS INC.,"4850, DORCHESTER ROAD, NIAGARA FALLS, ONTARIO, CANADA, L2E 6N9",Corporation,+1(905)356-3362,"MURACO, JACK ANTHONY"
724,"FIRSTBROOK, CASSIE & ANDERSON LIMITED","1867, YONGE STREET, SUITE #300, TORONTO, ONTARIO, CANADA, M4S 1Y5",Corporation,+1(416)486-1421,"OSBOURNE, ROBERT ANDREW"
4082,FIRSTONTARIO INSURANCE BROKERS INC.,"2000 GARTH STREET, SUITE L100, HAMILTON, ONTARIO, CANADA, L9B 0C1",Corporation,+1(905)385-3642,"VOSSELER, ROBERT"
3435,FIVE STAR INSURANCE BROKERS LTD,"270, ORENDA ROAD, SUITE 200, BRAMPTON, ONTARIO, CANADA, L6T 4X6",Corporation,+1(905)459-0555,"PURJE, EERIK"
2480,FORT FINANCIAL GROUP INC.,"4, CAR WESTMOUNT, SUITE 200, WESTMOUNT, QUEBEC, CANADA, H3Z 2S6",Corporation,+1(514)481-0481,"BERNATCHEZ, STEPHAN"
4009,FOXQUILT INSURANCE SERVICES INC.,"3600 STEELES AVE EAST,, SUITE A-C ATRIUM, MARKHAM, ONTARIO, CANADA, L3R 9Z7",Corporation,+1(647)223-8325,"MORRIS, PETER ROBERTSON"
476,FRANK COWAN COMPANY LIMITED,"75, MAIN STREET NORTH, PRINCETON, ONTARIO, CANADA, N0J 1V0",Corporation,+1(519)458-4331,"SHEEDY, MATTHEW C."
3440,FRITH INSURANCE BROKERS INC.,"17817 LESLIE ST, STE 36, NEWMARKET, ONTARIO, CANADA, L3Y 8C6",Corporation,+1(905)895-5700,"MCCABE, JOSEPH VINCENT"
3436,FRONT ROW INSURANCE BROKERS INC.,"25, ADELAIDE E ST, 500, TORONTO, ONTARIO, CANADA, M5C 3A1",Corporation,+1(416)642-5200,"SCHLEIFER, DAMIAN DAVID"
1491,FSB GROUP LTD.,"385, CONNIE CRESCENT, CONCORD, ONTARIO, CANADA, L4K 5R2",Corporation,+1(905)731-5177,"BROWN, PAUL"
4,G&B ALLEN-COBOURG,"2 STRATHY ROAD,BOX #2,COMPT #7, COBOURG, ONTARIO, CANADA, K9A 5J3",Corporation,416-372-4207,"ALLEN, BRYCE PETER DUNCAN"
3641,GAME DAY INSURANCE INC.,"435 MCNEILLY ROAD, STE 203, STONEY CREEK, ONTARIO, CANADA, L8E 5E3",Wholesaler / MGA,+1(905)575-1122,"HOGAN, PATRICK FLOYD"
3794,GERALD SHTULL & ASSOCIATES O/B 3322653 CANADA INC.,"433 CHABANEL WEST, NORTH TW 1107, MONTREAL, QUEBEC, CANADA, H2N 2J9",Corporation,+1(514)939-6226,"SHTULL, JEFFREY"
3437,GIBB INSURANCE BROKERS INC.,"535, SANDWICH ST SOUTH, UNIT #4, AMHERSTBURG, ONTARIO, CANADA, N9V3G5",Corporation,+1(519)736-8228,"GIBB, CHRISTOPHER JOSEPH"
794,GIFFEN PIERCE & SINCLAIR INSURANCE BROKERS LIMITED,"11, CENTRE STREET WEST, STRATHROY, ONTARIO, CANADA, N7G 1T5",Corporation,+1(519)245-3335,"SINCLAIR, D MURRAY"
804,GILLONS' INSURANCE BROKERS LTD.,"326, CHURCH STREET, FORT FRANCES, ONTARIO, CANADA, P9A 1E1",Corporation,+1(807)467-8800,"McDONALD, TRACY RAE"
4,GILLONS'-SIOUX LOOKOUT,"76, FRONT STREET, Box 114, SIOUX LOOKOUT, ONTARIO, CANADA, P8T 1B7",Corporation,807-737-1818,"McDONALD, TRACY RAE"
3469,GLOBAL CREDIT RISK MANAGEMENT INC.,"524, ROUGEMOUNT CRESCENT, OTTAWA, ONTARIO, CANADA, K4A 2Z8",Corporation,+1(613)702-5343,"MIDDLETON, ROBERT JOHN"
3514,GROUPONE INSURANCE SERVICES INC.,"50, LEEK CRESCENT, SUITE 101, RICHMOND HILL, ONTARIO, CANADA, L4B 4J3",Wholesaler / MGA,+1(905)305-0852,"FRANKLIN, ADELINE KAYLA DON"
874,GUTHRIE INSURANCE BROKERS LIMITED,"505, CONSUMERS RD, 308, NORTH YORK, ONTARIO, CANADA, M2J 4V8",Corporation,+1(416)487-5200,"GUTHRIE, W. RYAN"
472,GUY COUGHLIN INS AGENCY LTD. O/A COUGHLIN INSURANCE BROKERS,"4-1170 , TAYLOR AVENUE, WINNIPEG, MANITOBA, CANADA, R3M 3Z4",Corporation,+1(204)953-4600,"COUGHLIN, MATTHEW DANIEL"
2054,H.L. STAEBLER COMPANY LIMITED,"871, VICTORIA STREET NORTH, KITCHENER, ONTARIO, CANADA, N2B 3S4",Corporation,+1(519)743-5221,"MENDONCA, JOANNA KIRSTY"
3495,"HAGERTY CANADA, LLC","37, SANDIFORD DRIVE, SUITE #409, STOUFFVILLE, ONTARIO, CANADA, L4A 7Z4",Corporation,+1(877)922-9701,"FLOYD, CHRISTOPHER C."
934,HB GROUP INSURANCE MANAGEMENT LTD.,"5600, CANCROSS COURT, MISSISSAUGA, ONTARIO, CANADA, L5R 3E9",Corporation,+1(905)507-8660,"WATCHORN, DANIEL CLINTON"
4,HB GROUP- MONCTON,"10, RECORD STREET, MONCTON, NEW BRUNSWICK, CANADA, E1C 0B2",Corporation,506-853-1215,"WATCHORN, DANIEL CLINTON"
942,HEINSOO INSURANCE BROKERS LTD.,"958, BROADVIEW AVENUE, SUITE 202, TORONTO, ONTARIO, CANADA, M4K 2R6",Corporation,+1(416)461-0764,"HEINSOO, THOMAS HILLAR"
944,HEITMANN INSURANCE BROKERS INC.,"700, CHRISLEA ROAD, WOODBRIDGE, ONTARIO, CANADA, L4L 8K9",Corporation,905-850-2500,"HEITMANN, PETER"
2914,HENRY EQUESTRIAN INSURANCE BROKERS LTD.,"53, PROSPECT STREET, NEWMARKET, ONTARIO, CANADA, L3Y3T1",Corporation,+1(905)294-0722,"MCGLYNN, RANDOLPH BRENT"
2554,HIROC INSURANCE SERVICES LIMITED,"4711, YONGE STREET, SUITE 1600, TORONTO, ONTARIO, CANADA, M2N 6K8",Corporation,+1(416)733-4915,"BROWN, HEATHER L."
2741,HKMB CAPITAL SOLUTIONS CORP.,"595, BAY STREET, SUITE 900, BOX 81, TORONTO, ONTARIO, CANADA, M5G 2E3",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
74,HOLMAN - TORONTO,"24, RIDGEWOOD AVENUE, TORONTO, ONTARIO, CANADA,",Corporation,,"HOLMAN, PAUL DAVID"
14,HOLMAN-MAPLE (R20778),"15, VIA LANCIANO ST., MAPLE, ONTARIO, CANADA, L6A 3P5",Corporation,905-417-7402,"HOLMAN, PAUL DAVID"
4,HOLMAN-THORN HILL (28023),"8, CEDAR FOREST CRT., THORN HILL, ONTARIO, CANADA, L3T 2A4",Corporation,,"HOLMAN, PAUL DAVID"
2415,HOPE AND LEADER INSURANCE BROKERS INC.,"365, QUEEN STREET, P.O. BOX 479, PAISLEY, ONTARIO, CANADA, N0G 2N0",Corporation,+1(519)353-5200,"LEADER, JOHN ALVIN"
3734,HRT INSURANCE CONSULTING INC.,"83, HIGHLAND WOODS COURT, LONDON, ONTARIO, CANADA, N6C 5X2",Consultant,+1(519)851-7247,"TOTTEN, H ROSS"
4,HUB INTERNATIONAL- RED DEER,"204 - 780, 50 AVENUE, RED DEER, ALBERTA, CANADA, T4P 1M8",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
24,HUB INTERNATIONAL-LONDON,"101, CHERRYHILL BLVD., UNIT 201, LONDON, ONTARIO, CANADA, N6G4W3",Corporation,+1(519)333-5839,"TINKER, MICHAEL C."
4,HUB INTERNATIONAL-WHEATLEY,"25, ERIE ST SOUTH, WHEATLEY, ONTARIO, CANADA, N0P 2P0",Corporation,+1(416)597-4626,"TINKER, MICHAEL C."
4,HUDSON SHIER-BRACEBRIDGE,"177, MANITOBA STREET, SUITE 101, BRACEBRIDGE, ONTARIO, CANADA, P1L 1S3",Corporation,705-645-1980,"FREYMOND, JONATHAN ANDREW"
2846,HUDSON-HENDERSON INSURANCE BROKERS LTD.,"12269, HWY. 35, P.O. BOX 910, MINDEN, ONTARIO, CANADA, K0M 2K0",Corporation,+1(705)286-4727,"FREYMOND, JONATHAN ANDREW"
2422,HUGH WOOD CANADA LTD.,"4120, YONGE STREET, SUITE 201, TORONTO, ONTARIO, CANADA, M2P 2B8",Corporation,+1(416)229-6600,"POOLE, DOUGLAS RICHARD"
674,HUNT & DOPSON INSURANCE GROUP INC.,"1, WILLIAM ST EAST, P.O. BOX 428, SMITHS FALLS, ONTARIO, CANADA, K7A 1C1",Corporation,+1(613)283-7776,"HUNT, RODERICK JOHN"
2492,HURON VIEW INSURANCE BROKERS LTD.,"226 QUEEN ST,, UNIT G3, KINCARDINE, ONTARIO, CANADA, N2Z 2S5",Corporation,+1(519)396-0539,"SCOTT, JAMES RAYMOND"
2491,HUTCHESON REYNOLDS & CASWELL INS.BRKS.(BRACEBRIDGE) LIMITED,"95 MANITOBA STREET, BOX 2616, CROCKFORD BLDG, UNIT #8, BRACEBRIDGE, ONTARIO, CAN",Corporation,+1(705)645-8757,"CASWELL, ADAM"
1024,HUTCHESON REYNOLDS & CASWELL LTD,"27, MAIN STREET EAST, HUNTSVILLE, ONTARIO, CANADA, P1H 2C6",Corporation,+1(705)789-0101,"CASWELL, ADAM"
4,HWC PORT STANLEY,"289, BRIDGE STREET, PORT STANLEY, ONTARIO, CANADA, N5L 1C2",Corporation,519-782-3327,"SPRAGUE, TODD D."
3403,ICON INSURANCE BROKERS LTD.,"1920 YONGE ST, STE 106, TORONTO, ONTARIO, CANADA, M4S 3E2",Corporation,+1(416)312-1340,"MANOLAKOS, ANASTASIA"
2647,IMPACT INSURANCE BROKERS INC.,"1600, STEELES AVENUE WEST, SUITE 214, CONCORD, ONTARIO, CANADA, L4K 4M2",Corporation,+1(905)660-6170,"WASSER, HOWARD"
3564,INROADS INSURANCE BROKERS INC.,"450, BRONTE STREET SOUTH, UNIT 113, MILTON, ONTARIO, CANADA, L9T 8T2",Corporation,+1(905)299-7671,"MACDONALD, JAMES NORMAN D."
3464,INSURANCE INSIGHT INC.,"1333, DORVAL DRIVE, SUITE #102, OAKVILLE, ONTARIO, CANADA, L6M 4G2",Corporation,+1(905)766-4613,"SPROULE, DAVID MICHAEL"
1040,INSURANCE PORTFOLIO INC.,"10, MILNER BUSINESS COURT, SUITE 800, SCARBOROUGH, ONTARIO, CANADA, M1B 3C6",Corporation,+1(416)754-3910,"TYRWHITT, JENNIFER"
1041,INSURANCE UNLIMITED INSURANCE BROKERS INCORPORATED,"145, TRADERS BOULEVARD EAST, SUITE 45, MISSISSAUGA, ONTARIO, CANADA, L4Z 3L3",Corporation,+1(905)568-3430,"STANDON, ROBERT DOUGLAS"
2459,INSURANCELAND INC.,"2585, SKYMARK AVENUE, SUITE 300, MISSISSAUGA, ONTARIO, CANADA, L4W 5A6",Corporation,+1(905)238-0668,"HAINER, PETER BYRON JOHN"
4119,INSUREGO INC.,"1439, YOUVILLE DR, UNIT #1, ORLEANS, ONTARIO, CANADA, K1C 4M8",Corporation,+()844-678-7346,"CARROLL, RANDY DAVID"
4,INSUREIT GROUP- BARRIE,"556 BRYNE DRIVE, UNIT 17B, , BARRIE, ONTARIO, CANADA, L4N 9P6",Corporation,705-797-2103,"PALERMO, ANTHONY"
4084,INSURELINE BROKERS (METRO) INC.,"4040, STEELES W AVE, 206, WOODBRIDGE, ONTARIO, CANADA, L4L 4Y5",Corporation,+1(416)548-7939,"ST. MARTIN, GILBERT J."
4068,INSURELINE BROKERS (OPTIMA) INC.,"144 FRONT STREET WEST, STE 200, TORONTO, ONTARIO, CANADA, M5J 2L7",Corporation,+1(888)806-8090,"ALBANESE, DOMINIC"
3934,INSURELINE BROKERS INC.,"2636, SHAUGHNESSY STREET, PORT COQUITLAM, BRITISH COLUMBIA, CANADA, V3C 3G6",Corporation,+1(604)695-7678,"KANJI, ALY"
4015,INSUREMY INC.,"150, 1300 8TH STREET SW, CALGARY, ALBERTA, CANADA, T2R 1B2",Corporation,+1(587)323-8493,"MCTAVISH, HUGH G."
3804,INSUREU! BROKERS INC.,"125, TOPFLIGHT DRIVE, MISSISSAUGA, ONTARIO, CANADA, L5S 1Y1",Corporation,+1(289)401-1810,"MAKKAR, SANJAY"
3943,INSUREWISE BROKERAGE INC.,"#715- 18 WYNFORD DRIVE, NORTH YORK, ONTARIO, CANADA, M3C 3S2",Corporation,+1(416)383-0901,"MCCABE, JOSEPH VINCENT"
1047,INTERRE INSURANCE SERVICES LIMITED,"56, ABERFOYLE CRESCENT, SUITE #820, TORONTO, ONTARIO, CANADA, M8X 2W4",Corporation,+1(416)239-8418,"GOLDBAUM, JOSE"
3847,IQ INSURANCE SERVICES O/B IQ INSURANCE INC.,"380 - 260, GRANVILLE ST, VANCOUVER, BRITISH COLUMBIA, CANADA, V6H 3V3",Corporation,+1(416)543-2409,"PROVENZANO, TIMOTHY"
3433,IRIDIUM RISK SERVICES INC.,"1100, BOW VALLEY SQUARE 3, 255 FIFITH AVENUE SW, CALGARY, ALBERTA, CANADA, T2P 3",Corporation,403-263-9654,"SWIERSTRA, ROGER LEO"
3742,IRONSHORE CANADA LTD.,"333, BAY STREET, SUITE 1120, TORONTO, ONTARIO, CANADA, M5H 2R2",Wholesaler / MGA,416-216-2273,"REID, ANDREW FRASER"
1499,IRVING H MILLER LTD,"267, KING STREET, PRESCOTT, ONTARIO, CANADA, K0E 1T0",Corporation,+1(613)925-4238,"MARTYN, ROBERT GORDON JAMES"
1048,IRWIN SARGENT & LOWES LIMITED,"441, WATER ST, PO BOX 1210, PETERBOROUGH, ONTARIO, CANADA, K9J 7H4",Corporation,+1(705)742-3861,"SARGENT, TODD WILLIAM"
154,ISURE INSURANCE INC.,"7000, PINE VALLEY DRIVE, SUITE #101, WOODBRIDGE, ONTARIO, CANADA, L4L 4Y8",Corporation,+1(905)264-8550,"DAVIDSON, ROBERT DONALD"
4,IVES INS- AMHERSTBURG,"38, VICTORIA STREET S., AMHERSTBURG, ONTARIO, CANADA, N9V 2J8",Corporation,519-736-7805,"IVES, JEFFREY MICHAEL"
1049,IVES INSURANCE BROKERS LTD.,"347, MAIDSTONE AVE EAST, PO BOX 369, ESSEX, ONTARIO, CANADA, N8M 2Y4",Corporation,+1(519)776-7371,"IVES, JEFFREY MICHAEL"
1405,J. STEPHEN MCCANN INSURANCE BROKER LTD.,"221, JOHN STREET, P.O.BOX 600, EGANVILLE, ONTARIO, CANADA, K0J 1T0",Corporation,+1(613)628-2610,"PLOTZ, TERESA BERNADETTE"
1394,J.J.McATEER & ASSOCIATES INCORPORATED,"45, MCINTOSH DRIVE, MARKHAM, ONTARIO, CANADA, L3R 8C7",Corporation,+1(905)946-8655,"McATEER, JOHN J."
547,J.S. DAVIDSON INSURANCE BROKERS LIMITED,"579, KINGSTON ROAD WEST, AJAX, ONTARIO, CANADA, L1S 6M1",Corporation,+1(905)683-8986,"DAVIDSON, WILLIAM J."
548,J.W. DAVIS INSURANCE BROKERS LIMITED,"987, CLARKSON ROAD S, UNIT #100, MISSISSAUGA, ONTARIO, CANADA, L5J 2V8",Corporation,+1(905)822-9660,"MCKENZIE, ROXANNE"
4,JARDINE LLOYD- GPL ASSURANCE,"1550, RUE METCALFE, SUITE #902, MONTREAL, QUEBEC, CANADA, H3A 1X6",Corporation,450-978-4446,"DANIELS, CRISPIN"
1064,JEFFERY & SPENCE LIMITED,"130, PAISLEY STREET, GUELPH, ONTARIO, CANADA, N1H 2P1",Corporation,+1(519)822-0511,"DI RETO, JASON ENZO"
2471,JMHI INSURANCE GROUP INC.,"550, RICHMOND STREET, CHATHAM, ONTARIO, CANADA, N7M 1R3",Corporation,+1(226)312-2020,"GAUDRAULT, JOSEPH ""ERIC"" DANIEL"
2264,JOHN S. WALKINGTON GENERAL INSURANCE INC.,"11399 KEELE STREET, UNIT 6, MAPLE, ONTARIO, CANADA, L6A 4E1",Corporation,+1(905)833-5283,"CAMPBELL, MARK DEREK"
42,"JOHNSON- AMHERST, NS","55, VICTORIA STREET, AMHERST, NOVA SCOTIA, CANADA, B4H 1X4",Corporation,,
45,"JOHNSON- ANTIGONISH, NS","149 CHURCH ST, STE 2, ANTIGONISH, NOVA SCOTIA, CANADA, B2G 2E2",Corporation,,
1074,JOHNSON- CORNWALL,"108, SECOND E ST, 1, CORNWALL, ONTARIO, CANADA, K6H 0C9",Corporation,,
43,"JOHNSON- DIEPPE, NB","1040 CHAMPLAIN ST, STE 200, DIEPPE, NEW BRUNSWICK, CANADA, E1A 8L8",Corporation,,
41,"JOHNSON- EDMONTON, AB","11120, 178TH STREET, EDMONTON, ALABAMA, CANADA, T5S 5K6",Corporation,,
46,"JOHNSON- FREDERICTON, NB","650, MONTGOMERY ST, FREDERICTON, NEW BRUNSWICK, CANADA, E3B 5C8",Corporation,,
47,JOHNSON- GRANDFALLS-WINDSOR,"5A HARRIS AVE, GRANDFALLS-WINDSOR, NEWFOUNDLAND AND LABRADOR, CAN",Corporation,,
1074,JOHNSON INC.,"1595, 16TH AVENUE, SUITE #700, RICHMOND HILL, ONTARIO, CANADA, L4B 3S5",Corporation,+1(905)952-2602,"CLEVELAND-ILIFFE, JULIA K."
34,JOHNSON- KANATA,"471, HAZELDEAN ROAD, SUITE 7, KANATA, ONTARIO, CANADA, K2L 4B8",Corporation,,
48,JOHNSON- PORT AUX BASQUE,"27, GRAND BAY ROAD, PORT AUX BASQUES, NEWFOUNDLAND AND LABRADOR, CANAD",Corporation,,
44,"JOHNSON- STEPHENVILLE, NL","42 QUEEN ST, STE 125, STEPHENVILLE, NEWFOUNDLAND AND LABRADOR, CANADA, A",Corporation,,
40,"JOHNSON- SYDNEY, NS","325, PRINCE STREET, SYDNEY, NOVA SCOTIA, CANADA, B1P 5K6",Corporation,,
49,"JOHNSON-CORNER BROOK, NL","1 MOUNT BERNARD AVE, UPPER LEVEL, CORNER BROOK, NEWFOUNDLAND AND LABRADOR, CANAD",Corporation,,
14,JOHNSON-SHILLINGTON- LONDON,"561, SOUTHDALE ROAD E., UNIT 8A, LONDON, ONTARIO, CANADA, N6E 3M7",Corporation,519-681-9719,
4,JONES BROWN - STONEY CREEK,"435, MCNEILLY ROAD, SUITE 103, STONEY CREEK, ONTARIO, CANADA, L8E 5E3",Corporation,,"HAWKRIGG, JOHN RICHARD"
4,JONES DESLAURIER-COLLINGWOOD,"550, First Street, Unit 103, COLLINGWOOD, ONTARIO, CANADA, L9Y 1C1",Corporation,705-444-0065,"TOSTE, M. FATIMA"
2740,JONES DESLAURIERS INSURANCE MANAGEMENT INC.,"2375, SKYMARK AVENUE, MISSISSAUGA, ONTARIO, CANADA, L4W 4Y6",Corporation,416-259-4625,"TOSTE, M. FATIMA"
4,JOSSLIN - ELMIRA,"11, ARTHUR STREET SOUTH, ELMIRA, , CANADA,",Corporation,,"WAGLER, DONALD C"
4,JWK INSURANCE- BROOKLIN,"71, BALDWIN STREET, BROOKLIN, ONTARIO, CANADA, L1M 1A3",Corporation,905-425-0729,"KRUK, GREGORY R.J."
3347,KAFKA INSURANCE BROKERS LTD.,"2785, HOWARD AVENUE, WINDSOR, ONTARIO, CANADA, N8X 3X8",Corporation,+1(519)966-0714,"MCGREGOR, RAY"
4003,KBD INSURANCE INC. / ASSURANCE KBD INC.,"16766 RTE TRANSCANADIENNE, #501, KIRKLAND, QUEBEC, CANADA, H9H 4M7",Corporation,+1(514)636-0002,"COVENY KILLEN, CURTIS MICHAEL"
2942,KEITH STEWART INSURANCE LTD.,"376, ST CLAIR STREET, CHATHAM, ONTARIO, CANADA, N7L 3K2",Corporation,+1(519)352-6571,"STEWART, KEITH S"
1147,KIRBY & MASSON INSURANCE LTD.,"2378, HOLLYLANE DR, SUITE 203, OTTAWA, ONTARIO, CANADA, K1V 7P1",Corporation,+1(613)739-7562,"KIRBY, J. SCOTT"
3460,KMI BROKERS INC.,"1430, HURONTARIO STREET, UNIT A, MISSISSAUGA, ONTARIO, CANADA, L5G 3H4",Corporation,+1(905)486-0440,"KRATIUK, BEATA"
4099,KOCISKO J. INSURANCE BROKERS INC.,"614, RUE SAINT-JACQUES, 450, MONTREAL, QUEBEC, CANADA, H3C 1E2",Corporation,+()514-871-8000,"KOCISKO, TERRY JOSEPH"
4,KRG INSURANCE,"2450, VICTORIA PARK AVENUE, SUITE 700, TORONTO, ONTARIO, CANADA, M2J 4A2",Corporation,416-636-4544,"BABOUJIAN, ABRAHAM"
4147,KTX INSURANCE BROKERS INC.,"300, LINCOLN ST, UNIT #22, WELLAND, ONTARIO, CANADA, L3B 4N4",Corporation,+()416-351-2600,"MAY, DARRYL JAMES"
3047,KTX INSURANCE BROKERS LTD.,"300, LINCOLN ST, UNIT #22, WELLAND, ONTARIO, CANADA, L3B 4N4",Corporation,+1(416)351-2600,"MAY, DARRYL JAMES"
1480,L. MELKONIAN INSURANCE BROKERS INC.,"1955, CH DE LA COTE-DE-LIESSE, 201, SAINT-LAURENT, QUEBEC, CANADA, H4N 3A8",Corporation,+1(514)333-4630,"BOUTROS, MILAD"
1204,LANDRY MELLOW INSURANCE LTD.,"4, CLARA STREET, ORANGEVILLE, ONTARIO, CANADA, L9W 2H6",Corporation,+1(519)941-6001,"LANDRY, CHRISTOPHER TODD"
